,Earth_day,Sol,Month,Max_temp,Min_temp,Pressure,Atmo_opacity
945,2020-01-04,2635,Mes 5,-20,-76,731,Soleado
946,2020-01-03,2634,Mes 5,-17,-75,731,Soleado
947,2020-01-02,2633,Mes 5,-14,-76,732,Soleado
948,2020-01-01,2632,Mes 5,-13,-76,732,Soleado
949,2019-12-31,2631,Mes 5,-17,-76,734,Soleado
950,2019-12-30,2630,Mes 5,-20,-77,734,Soleado
951,2019-12-29,2629,Mes 5,-17,-76,735,Soleado
952,2019-12-28,2628,Mes 5,-18,-76,736,Soleado
953,2019-12-27,2627,Mes 5,-17,-75,737,Soleado
954,2019-12-26,2626,Mes 5,-16,-76,737,Soleado
955,2019-12-25,2625,Mes 5,-22,-77,738,Soleado
956,2019-12-24,2624,Mes 5,-21,-77,741,Soleado
957,2019-12-23,2623,Mes 5,-21,-76,741,Soleado
958,2019-12-22,2622,Mes 5,-20,-76,742,Soleado
959,2019-12-21,2621,Mes 5,-20,-77,742,Soleado
960,2019-12-20,2620,Mes 5,-19,-77,743,Soleado
961,2019-12-19,2619,Mes 5,-21,-77,744,Soleado
962,2019-12-18,2618,Mes 5,-21,-77,746,Soleado
963,2019-12-17,2617,Mes 5,-26,-79,746,Soleado
964,2019-12-16,2616,Mes 5,-23,-77,747,Soleado
965,2019-12-14,2615,Mes 5,-19,-78,748,Soleado
966,2019-12-13,2614,Mes 5,-20,-78,748,Soleado
967,2019-12-12,2613,Mes 4,-25,-77,750,Soleado
968,2019-12-11,2612,Mes 4,-25,-76,752,Soleado
969,2019-12-10,2611,Mes 4,-21,-77,753,Soleado
970,2019-12-09,2610,Mes 4,-21,-78,754,Soleado
971,2019-12-08,2609,Mes 4,-22,-78,755,Soleado
972,2019-12-07,2608,Mes 4,-20,-78,755,Soleado
973,2019-12-06,2607,Mes 4,-20,-78,756,Soleado
974,2019-12-05,2606,Mes 4,-21,-77,758,Soleado
975,2019-12-04,2605,Mes 4,-20,-77,760,Soleado
976,2019-12-03,2604,Mes 4,-19,-79,760,Soleado
977,2019-12-02,2603,Mes 4,-23,-79,761,Soleado
978,2019-12-01,2602,Mes 4,-17,-78,762,Soleado
979,2019-11-30,2601,Mes 4,-23,-78,764,Soleado
980,2019-11-29,2600,Mes 4,-19,-78,766,Soleado
981,2019-11-28,2599,Mes 4,-21,-77,766,Soleado
982,2019-11-27,2598,Mes 4,-20,-78,768,Soleado
983,2019-11-26,2597,Mes 4,-19,-78,768,Soleado
984,2019-11-25,2596,Mes 4,-21,-78,770,Soleado
985,2019-11-24,2595,Mes 4,-21,-79,771,Soleado
986,2019-11-23,2594,Mes 4,-22,-79,772,Soleado
987,2019-11-22,2593,Mes 4,-21,-79,773,Soleado
988,2019-11-21,2592,Mes 4,-25,-78,775,Soleado
989,2019-11-20,2591,Mes 4,-25,-78,776,Soleado
990,2019-11-19,2590,Mes 4,-22,-79,777,Soleado
991,2019-11-18,2589,Mes 4,-27,-79,778,Soleado
992,2019-11-17,2588,Mes 4,-27,-77,780,Soleado
993,2019-11-16,2587,Mes 4,-28,-78,781,Soleado
994,2019-11-15,2586,Mes 4,-28,-78,781,Soleado
995,2019-11-14,2585,Mes 4,-20,-78,782,Soleado
996,2019-11-13,2584,Mes 4,-22,-78,783,Soleado
997,2019-11-12,2583,Mes 4,-19,-78,784,Soleado
998,2019-11-11,2582,Mes 4,-24,-79,786,Soleado
999,2019-11-10,2581,Mes 4,-20,-78,788,Soleado
1000,2019-11-09,2580,Mes 4,-24,-79,788,Soleado
1001,2019-11-07,2579,Mes 4,-25,-80,790,Soleado
1002,2019-11-06,2578,Mes 4,-22,-78,792,Soleado
1003,2019-11-05,2577,Mes 4,-22,-80,793,Soleado
1004,2019-11-04,2576,Mes 4,-26,-80,794,Soleado
1005,2019-11-03,2575,Mes 4,-26,-80,796,Soleado
1006,2019-11-02,2574,Mes 4,-32,-77,797,Soleado
1007,2019-11-01,2573,Mes 4,-32,-77,797,Soleado
1008,2019-10-31,2572,Mes 4,-22,-80,798,Soleado
1009,2019-10-30,2571,Mes 4,-27,-79,800,Soleado
1010,2019-10-29,2570,Mes 4,-28,-78,801,Soleado
1011,2019-10-28,2569,Mes 4,-22,-78,803,Soleado
1012,2019-10-27,2568,Mes 4,-28,-80,805,Soleado
1013,2019-10-26,2567,Mes 4,-21,-79,806,Soleado
1014,2019-10-25,2566,Mes 4,-27,-80,807,Soleado
1015,2019-10-24,2565,Mes 4,-27,-79,808,Soleado
1016,2019-10-23,2564,Mes 4,-31,-79,810,Soleado
1017,2019-10-22,2563,Mes 4,-29,-78,811,Soleado
1018,2019-10-21,2562,Mes 4,-29,-79,812,Soleado
1019,2019-10-20,2561,Mes 4,-25,-79,814,Soleado
1020,2019-10-19,2560,Mes 4,-26,-79,814,Soleado
1021,2019-10-18,2559,Mes 4,-26,-79,816,Soleado
1022,2019-10-17,2558,Mes 4,-29,-81,818,Soleado
1023,2019-10-16,2557,Mes 4,-26,-82,819,Soleado
1024,2019-10-15,2556,Mes 4,-28,-82,821,Soleado
1025,2019-10-14,2555,Mes 4,-30,-81,822,Soleado
1026,2019-10-13,2554,Mes 4,-27,-82,824,Soleado
1027,2019-10-12,2553,Mes 4,-28,-82,824,Soleado
1028,2019-10-11,2552,Mes 4,-30,-82,826,Soleado
1029,2019-10-10,2551,Mes 4,-30,-82,828,Soleado
1030,2019-10-09,2550,Mes 4,-31,-83,829,Soleado
1031,2019-10-08,2549,Mes 3,-30,-82,830,Soleado
1032,2019-10-07,2548,Mes 3,-28,-81,831,Soleado
1033,2019-10-06,2547,Mes 3,-24,-82,832,Soleado
1034,2019-10-05,2546,Mes 3,-31,-82,833,Soleado
1035,2019-10-04,2545,Mes 3,-33,-81,835,Soleado
1036,2019-10-03,2544,Mes 3,-30,-81,837,Soleado
1037,2019-10-02,2543,Mes 3,-29,-82,837,Soleado
1038,2019-09-30,2542,Mes 3,-26,-83,838,Soleado
1039,2019-09-29,2541,Mes 3,-30,-81,839,Soleado
1040,2019-09-28,2540,Mes 3,-30,-81,840,Soleado
1041,2019-09-27,2539,Mes 3,-30,-81,842,Soleado
1042,2019-09-26,2538,Mes 3,-28,-83,843,Soleado
1043,2019-09-25,2537,Mes 3,-29,-80,843,Soleado
1044,2019-09-24,2536,Mes 3,-30,-82,844,Soleado
1045,2019-09-23,2535,Mes 3,-25,-82,845,Soleado
1046,2019-09-22,2534,Mes 3,-29,-82,847,Soleado
1047,2019-09-21,2533,Mes 3,-32,-83,847,Soleado
1048,2019-09-20,2532,Mes 3,-31,-81,849,Soleado
1049,2019-09-19,2531,Mes 3,-32,-81,850,Soleado
1050,2019-09-18,2530,Mes 3,-27,-82,850,Soleado
1051,2019-09-17,2529,Mes 3,-30,-81,851,Soleado
1052,2019-09-16,2528,Mes 3,-28,-81,852,Soleado
1053,2019-09-15,2527,Mes 3,-31,-83,854,Soleado
1054,2019-09-14,2526,Mes 3,-29,-82,854,Soleado
1055,2019-09-13,2525,Mes 3,-29,-83,855,Soleado
1056,2019-09-12,2524,Mes 3,-31,-80,856,Soleado
1057,2019-09-11,2523,Mes 3,-28,-82,857,Soleado
1058,2019-09-10,2522,Mes 3,-32,-82,858,Soleado
1059,2019-09-09,2521,Mes 3,-29,-80,859,Soleado
1060,2019-09-08,2520,Mes 3,-32,-81,859,Soleado
1061,2019-09-07,2519,Mes 3,-31,-82,859,Soleado
1062,2019-09-06,2518,Mes 3,-26,-81,860,Soleado
1063,2019-09-05,2517,Mes 3,-29,-82,862,Soleado
1064,2019-09-04,2516,Mes 3,-31,-82,862,Soleado
1065,2019-09-03,2515,Mes 3,-32,-81,864,Soleado
1066,2019-09-02,2514,Mes 3,-29,-81,865,Soleado
1067,2019-09-01,2513,Mes 3,-28,-81,864,Soleado
1068,2019-08-31,2512,Mes 3,-28,-82,864,Soleado
1069,2019-08-30,2511,Mes 3,-30,-81,865,Soleado
1070,2019-08-29,2510,Mes 3,-33,-81,866,Soleado
1071,2019-08-28,2509,Mes 3,-33,-82,867,Soleado
1072,2019-08-27,2508,Mes 3,-33,-82,868,Soleado
1073,2019-08-26,2507,Mes 3,-28,-82,869,Soleado
1074,2019-08-24,2506,Mes 3,-31,-81,869,Soleado
1075,2019-08-23,2505,Mes 3,-32,-81,870,Soleado
1076,2019-08-22,2504,Mes 3,-33,-81,870,Soleado
1077,2019-08-21,2503,Mes 3,-32,-81,870,Soleado
1078,2019-08-20,2502,Mes 3,-31,-81,871,Soleado
1079,2019-08-19,2501,Mes 3,-27,-81,871,Soleado
1080,2019-08-18,2500,Mes 3,-30,-81,871,Soleado
1081,2019-08-17,2499,Mes 3,-28,-82,871,Soleado
1082,2019-08-16,2498,Mes 3,-33,-81,872,Soleado
1083,2019-08-15,2497,Mes 3,-28,-82,873,Soleado
1084,2019-08-14,2496,Mes 3,-29,-80,873,Soleado
1085,2019-08-13,2495,Mes 3,-32,-81,873,Soleado
1086,2019-08-12,2494,Mes 3,-28,-81,872,Soleado
1087,2019-08-11,2493,Mes 3,-29,-81,872,Soleado
1088,2019-08-10,2492,Mes 3,-32,-81,872,Soleado
1089,2019-08-09,2491,Mes 3,-29,-80,873,Soleado
1090,2019-08-08,2490,Mes 3,-28,-80,873,Soleado
1091,2019-08-07,2489,Mes 3,-29,-81,872,Soleado
1092,2019-08-06,2488,Mes 3,-27,-80,872,Soleado
1093,2019-08-05,2487,Mes 3,-31,-82,872,Soleado
1094,2019-08-04,2486,Mes 3,-28,-82,873,Soleado
1095,2019-08-03,2485,Mes 3,-31,-81,874,Soleado
1096,2019-08-02,2484,Mes 3,-33,-80,874,Soleado
1097,2019-08-01,2483,Mes 3,-28,-81,874,Soleado
1098,2019-07-31,2482,Mes 2,-29,-80,873,Soleado
1099,2019-07-30,2481,Mes 2,-30,-80,874,Soleado
1100,2019-07-29,2480,Mes 2,-31,-78,874,Soleado
1101,2019-07-28,2479,Mes 2,-32,-79,875,Soleado
1102,2019-07-27,2478,Mes 2,-34,-78,875,Soleado
1103,2019-07-26,2477,Mes 2,-30,-78,874,Soleado
1104,2019-07-25,2476,Mes 2,-26,-81,874,Soleado
1105,2019-07-24,2475,Mes 2,-28,-77,874,Soleado
1106,2019-07-23,2474,Mes 2,-30,-75,874,Soleado
1107,2019-07-22,2473,Mes 2,-31,-75,874,Soleado
1108,2019-07-21,2472,Mes 2,-27,-79,875,Soleado
1109,2019-07-20,2471,Mes 2,-32,-78,874,Soleado
1110,2019-07-18,2470,Mes 2,-27,-78,873,Soleado
1111,2019-07-17,2469,Mes 2,-23,-79,874,Soleado
1112,2019-07-16,2468,Mes 2,-30,-79,873,Soleado
1113,2019-07-15,2467,Mes 2,-28,-79,873,Soleado
1114,2019-07-14,2466,Mes 2,-31,-79,873,Soleado
1115,2019-07-13,2465,Mes 2,-22,-80,873,Soleado
1116,2019-07-12,2464,Mes 2,-22,-80,873,Soleado
1117,2019-07-11,2463,Mes 2,-23,-80,872,Soleado
1118,2019-07-10,2462,Mes 2,-27,-80,873,Soleado
1119,2019-07-09,2461,Mes 2,-28,-79,875,Soleado
1120,2019-07-08,2460,Mes 2,-27,-81,873,Soleado
1121,2019-07-07,2459,Mes 2,-26,-80,871,Soleado
1122,2019-07-06,2458,Mes 2,-27,-80,871,Soleado
1123,2019-07-05,2457,Mes 2,-23,-79,872,Soleado
1124,2019-07-04,2456,Mes 2,-27,-81,870,Soleado
1125,2019-07-03,2455,Mes 2,-29,-80,870,Soleado
1126,2019-07-02,2454,Mes 2,-23,-79,870,Soleado
1127,2019-07-01,2453,Mes 2,-22,-79,871,Soleado
1128,2019-06-30,2452,Mes 2,-19,-80,870,Soleado
1129,2019-06-29,2451,Mes 2,-22,-79,868,Soleado
1130,2019-06-28,2450,Mes 2,-26,-79,869,Soleado
1131,2019-06-27,2449,Mes 2,-24,-79,870,Soleado
1132,2019-06-26,2448,Mes 2,-26,-80,869,Soleado
1133,2019-06-25,2447,Mes 2,-23,-81,867,Soleado
1134,2019-06-24,2446,Mes 2,-25,-78,868,Soleado
1135,2019-06-23,2445,Mes 2,-26,-80,868,Soleado
1136,2019-06-22,2444,Mes 2,-26,-80,867,Soleado
1137,2019-06-21,2443,Mes 2,-26,-80,866,Soleado
1138,2019-06-20,2442,Mes 2,-27,-78,867,Soleado
1139,2019-06-19,2441,Mes 2,-28,-81,867,Soleado
1140,2019-06-18,2440,Mes 2,-26,-79,865,Soleado
1141,2019-06-17,2439,Mes 2,-20,-80,865,Soleado
1142,2019-06-16,2438,Mes 2,-25,-80,865,Soleado
1143,2019-06-15,2437,Mes 2,-25,-79,866,Soleado
1144,2019-06-14,2436,Mes 2,-22,-80,863,Soleado
1145,2019-06-13,2435,Mes 2,-23,-79,864,Soleado
1146,2019-06-12,2434,Mes 2,-17,-79,865,Soleado
1147,2019-06-10,2433,Mes 2,-19,-79,865,Soleado
1148,2019-06-09,2432,Mes 2,-14,-79,863,Soleado
1149,2019-06-08,2431,Mes 2,-25,-78,863,Soleado
1150,2019-06-07,2430,Mes 2,-21,-77,863,Soleado
1151,2019-06-06,2429,Mes 2,-23,-77,863,Soleado
1152,2019-06-05,2428,Mes 2,-21,-79,861,Soleado
1153,2019-06-04,2427,Mes 2,-21,-76,860,Soleado
1154,2019-06-03,2426,Mes 2,-24,-76,859,Soleado
1155,2019-06-02,2425,Mes 2,-24,-79,860,Soleado
1156,2019-06-01,2424,Mes 2,-24,-74,860,Soleado
1157,2019-05-31,2423,Mes 2,-24,-73,857,Soleado
1158,2019-05-30,2422,Mes 2,-27,-73,857,Soleado
1159,2019-05-29,2421,Mes 2,-26,-73,858,Soleado
1160,2019-05-28,2420,Mes 2,-26,-78,857,Soleado
1161,2019-05-27,2419,Mes 2,-16,-75,855,Soleado
1162,2019-05-26,2418,Mes 2,-21,-75,855,Soleado
1163,2019-05-25,2417,Mes 1,-18,-77,856,Soleado
1164,2019-05-24,2416,Mes 1,-14,-78,855,Soleado
1165,2019-05-23,2415,Mes 1,-24,-77,853,Soleado
1166,2019-05-22,2414,Mes 1,-24,-75,853,Soleado
1167,2019-05-21,2413,Mes 1,-24,-78,854,Soleado
1168,2019-05-20,2412,Mes 1,-14,-78,853,Soleado
1169,2019-05-19,2411,Mes 1,-28,-77,852,Soleado
1170,2019-05-18,2410,Mes 1,-25,-77,852,Soleado
1171,2019-05-17,2409,Mes 1,-27,-77,852,Soleado
1172,2019-05-16,2408,Mes 1,-27,-78,852,Soleado
1173,2019-05-15,2407,Mes 1,-24,-77,851,Soleado
1174,2019-05-14,2406,Mes 1,-24,-77,849,Soleado
1175,2019-05-13,2405,Mes 1,-25,-75,849,Soleado
1176,2019-05-12,2404,Mes 1,-24,-77,848,Soleado
1177,2019-05-11,2403,Mes 1,-23,-76,847,Soleado
1178,2019-05-10,2402,Mes 1,-23,-77,846,Soleado
1179,2019-05-09,2401,Mes 1,-23,-77,846,Soleado
1180,2019-05-08,2400,Mes 1,-24,-76,846,Soleado
1181,2019-05-07,2399,Mes 1,-22,-75,845,Soleado
1182,2019-05-06,2398,Mes 1,-22,-76,844,Soleado
1183,2019-05-04,2397,Mes 1,-21,-75,843,Soleado
1184,2019-05-03,2396,Mes 1,-22,-76,843,Soleado
1185,2019-05-02,2395,Mes 1,-23,-76,843,Soleado
1186,2019-05-01,2394,Mes 1,-22,-75,841,Soleado
1187,2019-04-30,2393,Mes 1,-22,-76,841,Soleado
1188,2019-04-29,2392,Mes 1,-20,-76,840,Soleado
1189,2019-04-28,2391,Mes 1,-21,-77,838,Soleado
1190,2019-04-27,2390,Mes 1,-23,-77,838,Soleado
1191,2019-04-26,2389,Mes 1,-22,-76,838,Soleado
1192,2019-04-25,2388,Mes 1,-22,-75,839,Soleado
1193,2019-04-24,2387,Mes 1,-21,-77,839,Soleado
1194,2019-04-23,2386,Mes 1,-20,-77,837,Soleado
1195,2019-04-22,2385,Mes 1,-20,-75,835,Soleado
1196,2019-04-21,2384,Mes 1,-21,-76,834,Soleado
1197,2019-04-20,2383,Mes 1,-20,-74,834,Soleado
1198,2019-04-19,2382,Mes 1,-21,-75,834,Soleado
1199,2019-04-18,2381,Mes 1,-18,-75,832,Soleado
1200,2019-04-17,2380,Mes 1,-20,-76,831,Soleado
1201,2019-04-16,2379,Mes 1,-20,-74,830,Soleado
1202,2019-04-15,2378,Mes 1,-22,-74,830,Soleado
1203,2019-04-14,2377,Mes 1,-21,-74,830,Soleado
1204,2019-04-13,2376,Mes 1,-20,-75,830,Soleado
1205,2019-04-12,2375,Mes 1,-19,-75,829,Soleado
1206,2019-04-11,2374,Mes 1,-18,-75,829,Soleado
1207,2019-04-10,2373,Mes 1,-19,-76,828,Soleado
1208,2019-04-09,2372,Mes 1,-20,-74,828,Soleado
1209,2019-04-08,2371,Mes 1,-19,-74,827,Soleado
1210,2019-04-07,2370,Mes 1,-20,-76,827,Soleado
1211,2019-04-06,2369,Mes 1,-19,-76,828,Soleado
1212,2019-04-05,2368,Mes 1,-18,-77,827,Soleado
1213,2019-04-04,2367,Mes 1,-18,-75,826,Soleado
1214,2019-04-03,2366,Mes 1,-19,-74,825,Soleado
1215,2019-04-02,2365,Mes 1,-19,-74,826,Soleado
1216,2019-04-01,2364,Mes 1,-20,-75,826,Soleado
1217,2019-03-31,2363,Mes 1,-18,-74,824,Soleado
1218,2019-03-30,2362,Mes 1,-17,-74,824,Soleado
1219,2019-03-28,2361,Mes 1,-10,-75,824,Soleado
1220,2019-03-27,2360,Mes 1,-18,-74,823,Soleado
1221,2019-03-26,2359,Mes 1,-20,-74,821,Soleado
1222,2019-03-25,2358,Mes 1,-18,-74,820,Soleado
1223,2019-03-24,2357,Mes 1,-19,-78,820,Soleado
1224,2019-03-23,2356,Mes 12,-16,-76,821,Soleado
1225,2019-03-22,2355,Mes 12,-18,-75,820,Soleado
1226,2019-03-21,2354,Mes 12,-18,-75,819,Soleado
1227,2019-03-20,2353,Mes 12,-16,-74,819,Soleado
1228,2019-03-19,2352,Mes 12,-16,-74,818,Soleado
1229,2019-03-18,2351,Mes 12,-6,-75,819,Soleado
1230,2019-03-17,2350,Mes 12,-17,-74,819,Soleado
1231,2019-03-16,2349,Mes 12,-17,-74,818,Soleado
1232,2019-03-15,2348,Mes 12,-19,-74,818,Soleado
1233,2019-03-14,2347,Mes 12,-19,-60,798,Soleado
1234,2019-03-05,2338,Mes 12,-13,-75,817,Soleado
1235,2019-03-04,2337,Mes 12,-17,-73,817,Soleado
1236,2019-03-03,2336,Mes 12,-19,-73,814,Soleado
1237,2019-03-02,2335,Mes 12,-18,-73,815,Soleado
1238,2019-03-01,2334,Mes 12,-18,-73,814,Soleado
1239,2019-02-28,2333,Mes 12,-19,-57,789,Soleado
1240,2019-02-13,2319,Mes 12,-17,-72,812,Soleado
1241,2019-02-12,2318,Mes 12,-17,-73,811,Soleado
1242,2019-02-11,2317,Mes 12,-16,-73,812,Soleado
1243,2019-02-10,2316,Mes 12,-14,-72,814,Soleado
1244,2019-02-09,2315,Mes 12,-17,-71,813,Soleado
1245,2019-02-08,2314,Mes 12,-16,-71,814,Soleado
1246,2019-02-07,2313,Mes 12,-14,-71,814,Soleado
1247,2019-02-06,2312,Mes 12,-13,-72,813,Soleado
1248,2019-02-05,2311,Mes 12,-11,-73,812,Soleado
1249,2019-02-04,2310,Mes 12,-6,-75,815,Soleado
1250,2019-02-03,2309,Mes 12,-16,-71,814,Soleado
1251,2019-02-02,2308,Mes 12,-13,-71,814,Soleado
1252,2019-02-01,2307,Mes 12,-13,-71,814,Soleado
1253,2019-01-31,2306,Mes 12,-12,-70,813,Soleado
1254,2019-01-30,2305,Mes 12,-4,-73,814,Soleado
1255,2019-01-29,2304,Mes 12,-6,-73,814,Soleado
1256,2019-01-28,2303,Mes 12,-7,-73,815,Soleado
1257,2019-01-27,2302,Mes 12,-7,-73,815,Soleado
1258,2019-01-26,2301,Mes 12,-17,-73,817,Soleado
1259,2019-01-25,2300,Mes 11,-7,-73,818,Soleado
1260,2019-01-24,2299,Mes 11,-5,-74,818,Soleado
1261,2019-01-23,2298,Mes 11,-9,-71,817,Soleado
1262,2019-01-22,2297,Mes 11,-12,-70,818,Soleado
1263,2019-01-21,2296,Mes 11,-7,-73,817,Soleado
1264,2019-01-20,2295,Mes 11,-8,-68,820,Soleado
1265,2019-01-19,2294,Mes 11,-8,-70,820,Soleado
1266,2019-01-18,2293,Mes 11,-9,-69,821,Soleado
1267,2019-01-17,2292,Mes 11,-7,-72,824,Soleado
1268,2019-01-16,2291,Mes 11,-8,-70,823,Soleado
1269,2019-01-15,2290,Mes 11,-10,-69,821,Soleado
1270,2019-01-14,2289,Mes 11,-8,-69,822,Soleado
1271,2019-01-12,2288,Mes 11,-7,-68,823,Soleado
1272,2019-01-11,2287,Mes 11,-7,-69,821,Soleado
1273,2019-01-10,2286,Mes 11,-8,-68,822,Soleado
1274,2019-01-09,2285,Mes 11,-8,-69,823,Soleado
1275,2019-01-08,2284,Mes 11,-7,-70,829,Soleado
1276,2019-01-07,2283,Mes 11,-9,-71,825,Soleado
1277,2019-01-06,2282,Mes 11,-5,-71,830,Soleado
1278,2019-01-05,2281,Mes 11,-6,-71,826,Soleado
1279,2019-01-04,2280,Mes 11,-9,-71,834,Soleado
1280,2019-01-03,2279,Mes 11,-8,-71,830,Soleado
1281,2019-01-02,2278,Mes 11,-5,-71,828,Soleado
1282,2019-01-01,2277,Mes 11,-5,-71,831,Soleado
1283,2018-12-31,2276,Mes 11,-6,-71,830,Soleado
1284,2018-12-30,2275,Mes 11,-7,-71,834,Soleado
1285,2018-12-29,2274,Mes 11,-5,-74,828,Soleado
1286,2018-12-28,2273,Mes 11,-5,-71,834,Soleado
1287,2018-12-27,2272,Mes 11,-4,-73,831,Soleado
1288,2018-12-26,2271,Mes 11,-7,-70,830,Soleado
1289,2018-12-25,2270,Mes 11,-5,-75,835,Soleado
1290,2018-12-24,2269,Mes 11,-4,-75,829,Soleado
1291,2018-12-23,2268,Mes 11,-10,-74,836,Soleado
1292,2018-12-22,2267,Mes 11,-5,-73,830,Soleado
1293,2018-12-21,2266,Mes 11,-7,-71,836,Soleado
1294,2018-12-20,2265,Mes 11,-5,-71,836,Soleado
1295,2018-12-19,2264,Mes 11,-6,-71,833,Soleado
1296,2018-12-18,2263,Mes 11,-7,-74,838,Soleado
1297,2018-12-16,2261,Mes 11,-7,-70,839,Soleado
1298,2018-12-13,2258,Mes 11,-6,-70,841,Soleado
1299,2018-12-12,2257,Mes 11,-4,-72,836,Soleado
1300,2018-12-11,2256,Mes 11,-11,-70,843,Soleado
1301,2018-12-10,2255,Mes 11,-11,-71,841,Soleado
1302,2018-12-09,2254,Mes 11,-13,-71,845,Soleado
1303,2018-12-08,2253,Mes 11,-15,-70,845,Soleado
1304,2018-12-07,2252,Mes 11,-15,-72,840,Soleado
1305,2018-12-05,2251,Mes 11,-15,-74,847,Soleado
1306,2018-12-04,2250,Mes 11,-14,-70,842,Soleado
1307,2018-12-03,2249,Mes 10,-4,-70,846,Soleado
1308,2018-12-02,2248,Mes 10,1,-71,846,Soleado
1309,2018-12-01,2247,Mes 10,-4,-70,844,Soleado
1310,2018-11-30,2246,Mes 10,2,-71,848,Soleado
1311,2018-11-29,2245,Mes 10,-7,-70,845,Soleado
1312,2018-11-28,2244,Mes 10,-5,-70,849,Soleado
1313,2018-11-27,2243,Mes 10,-3,-70,848,Soleado
1314,2018-11-26,2242,Mes 10,-2,-70,848,Soleado
1315,2018-11-25,2241,Mes 10,-2,-70,850,Soleado
1316,2018-11-24,2240,Mes 10,0,-70,849,Soleado
1317,2018-11-23,2239,Mes 10,-2,-70,852,Soleado
1318,2018-11-22,2238,Mes 10,-2,-69,853,Soleado
1319,2018-11-21,2237,Mes 10,-3,-70,854,Soleado
1320,2018-11-20,2236,Mes 10,-3,-71,857,Soleado
1321,2018-11-19,2235,Mes 10,2,-70,853,Soleado
1322,2018-11-18,2234,Mes 10,2,-70,857,Soleado
1323,2018-11-17,2233,Mes 10,-4,-72,857,Soleado
1324,2018-11-16,2232,Mes 10,-3,-73,858,Soleado
1325,2018-11-15,2231,Mes 10,-10,-73,860,Soleado
1326,2018-11-14,2230,Mes 10,-5,-72,859,Soleado
1327,2018-11-13,2229,Mes 10,-2,-71,861,Soleado
1328,2018-11-12,2228,Mes 10,0,-71,860,Soleado
1329,2018-11-11,2227,Mes 10,-3,-72,863,Soleado
1330,2018-11-10,2226,Mes 10,-4,-73,863,Soleado
1331,2018-11-09,2225,Mes 10,1,-71,864,Soleado
1332,2018-11-08,2224,Mes 10,0,-72,865,Soleado
1333,2018-11-07,2223,Mes 10,2,-71,863,Soleado
1334,2018-11-06,2222,Mes 10,-3,-70,865,Soleado
1335,2018-11-05,2221,Mes 10,-4,-70,865,Soleado
1336,2018-11-04,2220,Mes 10,-10,-73,866,Soleado
1337,2018-11-03,2219,Mes 10,-7,-71,868,Soleado
1338,2018-11-02,2218,Mes 10,-7,-71,866,Soleado
1339,2018-11-01,2217,Mes 10,-13,-71,868,Soleado
1340,2018-10-31,2216,Mes 10,-12,-69,868,Soleado
1341,2018-10-28,2214,Mes 10,-13,-73,872,Soleado
1342,2018-10-27,2213,Mes 10,-12,-70,874,Soleado
1343,2018-10-26,2212,Mes 10,-13,-71,877,Soleado
1344,2018-10-25,2211,Mes 10,-13,-71,876,Soleado
1345,2018-10-24,2210,Mes 10,-11,-74,877,Soleado
1346,2018-10-23,2209,Mes 10,-18,-73,879,Soleado
1347,2018-10-22,2208,Mes 10,-18,-75,880,Soleado
1348,2018-10-21,2207,Mes 10,-14,-72,881,Soleado
1349,2018-10-20,2206,Mes 10,-14,-74,881,Soleado
1350,2018-10-19,2205,Mes 10,-13,-70,880,Soleado
1351,2018-10-18,2204,Mes 10,-14,-56,854,Soleado
1352,2018-09-17,2174,Mes 9,-22,-68,896,Soleado
1353,2018-09-16,2173,Mes 9,-14,-65,893,Soleado
1354,2018-09-15,2172,Mes 9,-14,-73,893,Soleado
1355,2018-09-14,2171,Mes 9,-12,-65,879,Soleado
1356,2018-09-13,2170,Mes 9,-12,-68,886,Soleado
1357,2018-09-12,2169,Mes 9,-10,-70,887,Soleado
1358,2018-09-11,2168,Mes 9,-10,-69,886,Soleado
1359,2018-09-10,2167,Mes 9,-12,-73,885,Soleado
1360,2018-09-09,2166,Mes 9,-10,-72,887,Soleado
1361,2018-09-08,2165,Mes 9,-10,-70,887,Soleado
1362,2018-09-07,2164,Mes 9,-8,-68,886,Soleado
1363,2018-09-06,2163,Mes 9,-5,-70,886,Soleado
1364,2018-09-05,2162,Mes 9,-5,-69,886,Soleado
1365,2018-09-04,2161,Mes 9,-5,-68,884,Soleado
1366,2018-09-03,2160,Mes 9,-8,-68,885,Soleado
1367,2018-09-02,2159,Mes 9,-10,-68,883,Soleado
1368,2018-09-01,2158,Mes 9,-7,-67,880,Soleado
1369,2018-08-31,2157,Mes 9,-5,-67,877,Soleado
1370,2018-08-30,2156,Mes 8,-6,-71,879,Soleado
1371,2018-08-29,2155,Mes 8,-12,-76,878,Soleado
1372,2018-08-28,2154,Mes 8,-10,-73,878,Soleado
1373,2018-08-27,2153,Mes 8,-10,-68,877,Soleado
1374,2018-08-26,2152,Mes 8,-10,-69,878,Soleado
1375,2018-08-25,2151,Mes 8,-12,-66,876,Soleado
1376,2018-08-24,2150,Mes 8,-11,-68,874,Soleado
1377,2018-08-23,2149,Mes 8,-10,-68,874,Soleado
1378,2018-08-22,2148,Mes 8,-13,-67,872,Soleado
1379,2018-08-21,2147,Mes 8,-15,-68,870,Soleado
1380,2018-08-20,2146,Mes 8,-10,-67,870,Soleado
1381,2018-08-19,2145,Mes 8,-10,-66,868,Soleado
1382,2018-08-18,2144,Mes 8,-11,-67,867,Soleado
