,Earth_day,Sol,Month,Max_temp,Min_temp,Pressure,Atmo_opacity
1383,2018-08-17,2143,Mes 8,-12,-71,865,Soleado
1384,2018-08-15,2142,Mes 8,-10,-71,865,Soleado
1385,2018-08-14,2141,Mes 8,-17,-66,863,Soleado
1386,2018-08-13,2140,Mes 8,-10,-70,858,Soleado
1387,2018-08-12,2139,Mes 8,-11,-70,857,Soleado
1388,2018-08-11,2138,Mes 8,-16,-68,858,Soleado
1389,2018-08-10,2137,Mes 8,-13,-66,857,Soleado
1390,2018-08-09,2136,Mes 8,-13,-66,856,Soleado
1391,2018-08-08,2135,Mes 8,-15,-66,854,Soleado
1392,2018-08-07,2134,Mes 8,-14,-65,851,Soleado
1393,2018-08-06,2133,Mes 8,-18,-65,849,Soleado
1394,2018-08-05,2132,Mes 8,-16,-69,847,Soleado
1395,2018-08-04,2131,Mes 8,-21,-67,846,Soleado
1396,2018-08-03,2130,Mes 8,-18,-62,844,Soleado
1397,2018-08-02,2129,Mes 8,-21,-66,843,Soleado
1398,2018-08-01,2128,Mes 8,-20,-65,841,Soleado
1399,2018-07-31,2127,Mes 8,-18,-69,838,Soleado
1400,2018-07-30,2126,Mes 8,-18,-63,837,Soleado
1401,2018-07-29,2125,Mes 8,-17,-66,834,Soleado
1402,2018-07-28,2124,Mes 8,-17,-67,832,Soleado
1403,2018-07-27,2123,Mes 8,-18,-68,831,Soleado
1404,2018-07-26,2122,Mes 8,-14,-63,830,Soleado
1405,2018-07-25,2121,Mes 8,-18,-62,829,Soleado
1406,2018-07-24,2120,Mes 8,-16,-67,828,Soleado
1407,2018-07-23,2119,Mes 8,-16,-69,824,Soleado
1408,2018-07-22,2118,Mes 8,-19,-68,822,Soleado
1409,2018-07-21,2117,Mes 8,-19,-64,822,Soleado
1410,2018-07-20,2116,Mes 8,-21,-62,820,Soleado
1411,2018-07-19,2115,Mes 8,-21,-61,818,Soleado
1412,2018-07-18,2114,Mes 8,-19,-61,816,Soleado
1413,2018-07-17,2113,Mes 8,-20,-62,815,Soleado
1414,2018-07-16,2112,Mes 8,-20,-63,813,Soleado
1415,2018-07-15,2111,Mes 8,-20,-67,813,Soleado
1416,2018-07-14,2110,Mes 8,-20,-59,810,Soleado
1417,2018-07-13,2109,Mes 7,-22,-66,809,Soleado
1418,2018-07-12,2108,Mes 7,-24,-65,806,Soleado
1419,2018-07-11,2107,Mes 7,-21,-65,807,Soleado
1420,2018-07-09,2106,Mes 7,-27,-63,803,Soleado
1421,2018-07-08,2105,Mes 7,-25,-61,802,Soleado
1422,2018-07-07,2104,Mes 7,-23,-59,797,Soleado
1423,2018-07-06,2103,Mes 7,-26,-58,797,Soleado
1424,2018-07-05,2102,Mes 7,-22,-60,797,Soleado
1425,2018-07-04,2101,Mes 7,-23,-61,796,Soleado
1426,2018-07-03,2100,Mes 7,-29,-61,797,Soleado
1427,2018-07-02,2099,Mes 7,-25,-61,791,Soleado
1428,2018-07-01,2098,Mes 7,-23,-61,791,Soleado
1429,2018-06-30,2097,Mes 7,-23,-60,789,Soleado
1430,2018-06-29,2096,Mes 7,-22,-63,788,Soleado
1431,2018-06-28,2095,Mes 7,-25,-61,784,Soleado
1432,2018-06-27,2094,Mes 7,-27,-61,783,Soleado
1433,2018-06-26,2093,Mes 7,-24,-63,780,Soleado
1434,2018-06-25,2092,Mes 7,-24,-67,781,Soleado
1435,2018-06-24,2091,Mes 7,-22,-63,779,Soleado
1436,2018-06-23,2090,Mes 7,-23,-61,778,Soleado
1437,2018-06-22,2089,Mes 7,-26,-59,779,Soleado
1438,2018-06-21,2088,Mes 7,-24,-58,778,Soleado
1439,2018-06-20,2087,Mes 7,-28,-59,780,Soleado
1440,2018-06-19,2086,Mes 7,-25,-57,776,Soleado
1441,2018-06-18,2085,Mes 7,-24,-57,772,Soleado
1442,2018-06-17,2084,Mes 7,-21,-65,771,Soleado
1443,2018-06-16,2083,Mes 7,-14,-63,769,Soleado
1444,2018-06-15,2082,Mes 7,-15,-64,768,Soleado
1445,2018-06-14,2081,Mes 7,-3,-69,770,Soleado
1446,2018-06-13,2080,Mes 7,2,-67,768,Soleado
1447,2018-06-12,2079,Mes 7,2,-68,767,Soleado
1448,2018-06-11,2078,Mes 7,1,-73,766,Soleado
1449,2018-06-10,2077,Mes 7,0,-69,765,Soleado
1450,2018-06-09,2076,Mes 7,3,-71,764,Soleado
1451,2018-06-08,2075,Mes 7,3,-69,762,Soleado
1452,2018-06-07,2074,Mes 7,6,-70,758,Soleado
1453,2018-06-06,2073,Mes 7,7,-74,756,Soleado
1454,2018-06-05,2072,Mes 7,6,-71,758,Soleado
1455,2018-06-04,2071,Mes 7,4,-71,755,Soleado
1456,2018-06-02,2070,Mes 7,3,-70,757,Soleado
1457,2018-06-01,2069,Mes 7,4,-71,756,Soleado
1458,2018-05-31,2068,Mes 7,4,-69,752,Soleado
1459,2018-05-30,2067,Mes 7,3,-74,750,Soleado
1460,2018-05-29,2066,Mes 7,2,-72,751,Soleado
1461,2018-05-28,2065,Mes 7,2,-71,750,Soleado
1462,2018-05-27,2064,Mes 7,4,-71,748,Soleado
1463,2018-05-26,2063,Mes 7,3,-71,748,Soleado
1464,2018-05-25,2062,Mes 7,2,-72,745,Soleado
1465,2018-05-24,2061,Mes 7,5,-72,745,Soleado
1466,2018-05-23,2060,Mes 7,4,-73,743,Soleado
1467,2018-05-22,2059,Mes 6,4,-72,743,Soleado
1468,2018-05-21,2058,Mes 6,4,-71,743,Soleado
1469,2018-05-20,2057,Mes 6,2,-73,741,Soleado
1470,2018-05-19,2056,Mes 6,5,-74,740,Soleado
1471,2018-05-18,2055,Mes 6,2,-72,740,Soleado
1472,2018-05-17,2054,Mes 6,4,-72,740,Soleado
1473,2018-05-16,2053,Mes 6,3,-71,740,Soleado
1474,2018-05-15,2052,Mes 6,0,-72,739,Soleado
1475,2018-05-14,2051,Mes 6,1,-71,739,Soleado
1476,2018-05-13,2050,Mes 6,1,-71,737,Soleado
1477,2018-05-12,2049,Mes 6,3,-72,735,Soleado
1478,2018-05-11,2048,Mes 6,2,-73,735,Soleado
1479,2018-05-10,2047,Mes 6,3,-71,733,Soleado
1480,2018-05-09,2046,Mes 6,-7,-72,734,Soleado
1481,2018-05-08,2045,Mes 6,-7,-74,733,Soleado
1482,2018-05-07,2044,Mes 6,-8,-75,730,Soleado
1483,2018-05-06,2043,Mes 6,-7,-71,730,Soleado
1484,2018-05-05,2042,Mes 6,-7,-72,730,Soleado
1485,2018-05-04,2041,Mes 6,-9,-71,728,Soleado
1486,2018-05-03,2040,Mes 6,-9,-74,729,Soleado
1487,2018-05-02,2039,Mes 6,0,-74,728,Soleado
1488,2018-05-01,2038,Mes 6,-3,-74,726,Soleado
1489,2018-04-30,2037,Mes 6,-2,-75,725,Soleado
1490,2018-04-29,2036,Mes 6,-5,-72,726,Soleado
1491,2018-04-28,2035,Mes 6,-5,-72,726,Soleado
1492,2018-04-27,2034,Mes 6,-7,-70,724,Soleado
1493,2018-04-25,2033,Mes 6,-10,-72,723,Soleado
1494,2018-04-24,2032,Mes 6,-5,-72,722,Soleado
1495,2018-04-23,2031,Mes 6,-6,-72,722,Soleado
1496,2018-04-22,2030,Mes 6,-4,-73,721,Soleado
1497,2018-04-21,2029,Mes 6,-11,-72,722,Soleado
1498,2018-04-20,2028,Mes 6,-11,-73,722,Soleado
1499,2018-04-19,2027,Mes 6,-12,-74,722,Soleado
1500,2018-04-18,2026,Mes 6,-6,-73,719,Soleado
1501,2018-04-17,2025,Mes 6,-4,-73,719,Soleado
1502,2018-04-16,2024,Mes 6,-7,-76,720,Soleado
1503,2018-04-15,2023,Mes 6,-7,-72,720,Soleado
1504,2018-04-14,2022,Mes 6,-4,-73,719,Soleado
1505,2018-04-13,2021,Mes 6,-9,-74,719,Soleado
1506,2018-04-12,2020,Mes 6,-7,-72,718,Soleado
1507,2018-04-11,2019,Mes 6,-6,-75,718,Soleado
1508,2018-04-10,2018,Mes 6,-3,-75,718,Soleado
1509,2018-04-09,2017,Mes 6,-6,-75,717,Soleado
1510,2018-04-08,2016,Mes 6,-9,-73,718,Soleado
1511,2018-04-07,2015,Mes 6,-3,-74,717,Soleado
1512,2018-04-06,2014,Mes 6,-5,-72,716,Soleado
1513,2018-04-05,2013,Mes 6,-2,-72,717,Soleado
1514,2018-04-04,2012,Mes 6,-7,-74,715,Soleado
1515,2018-04-03,2011,Mes 6,-10,-73,716,Soleado
1516,2018-04-02,2010,Mes 6,-10,-73,716,Soleado
1517,2018-04-01,2009,Mes 6,-9,-74,717,Soleado
1518,2018-03-31,2008,Mes 6,-9,-74,717,Soleado
1519,2018-03-30,2007,Mes 6,-9,-73,716,Soleado
1520,2018-03-29,2006,Mes 6,-7,-74,715,Soleado
1521,2018-03-28,2005,Mes 5,-11,-75,716,Soleado
1522,2018-03-27,2004,Mes 5,-8,-74,716,Soleado
1523,2018-03-26,2003,Mes 5,-6,-74,716,Soleado
1524,2018-03-25,2002,Mes 5,-10,-75,715,Soleado
1525,2018-03-24,2001,Mes 5,-8,-75,716,Soleado
1526,2018-03-23,2000,Mes 5,-7,-76,717,Soleado
1527,2018-03-22,1999,Mes 5,-10,-72,717,Soleado
1528,2018-03-21,1998,Mes 5,-5,-72,716,Soleado
1529,2018-03-19,1997,Mes 5,-11,-74,717,Soleado
1530,2018-03-18,1996,Mes 5,-11,-76,719,Soleado
1531,2018-03-17,1995,Mes 5,-6,-73,718,Soleado
1532,2018-03-16,1994,Mes 5,-6,-75,718,Soleado
1533,2018-03-15,1993,Mes 5,-14,-75,719,Soleado
1534,2018-03-14,1992,Mes 5,-9,-76,720,Soleado
1535,2018-03-13,1991,Mes 5,-8,-74,721,Soleado
1536,2018-03-12,1990,Mes 5,-6,-74,720,Soleado
1537,2018-03-11,1989,Mes 5,-6,-75,721,Soleado
1538,2018-03-10,1988,Mes 5,-10,-73,722,Soleado
1539,2018-03-09,1987,Mes 5,-11,-76,723,Soleado
1540,2018-03-08,1986,Mes 5,-9,-74,723,Soleado
1541,2018-03-07,1985,Mes 5,-6,-77,723,Soleado
1542,2018-03-06,1984,Mes 5,-11,-77,723,Soleado
1543,2018-03-05,1983,Mes 5,-8,-76,723,Soleado
1544,2018-03-04,1982,Mes 5,-7,-77,724,Soleado
1545,2018-03-03,1981,Mes 5,-10,-75,725,Soleado
1546,2018-03-02,1980,Mes 5,-11,-77,725,Soleado
1547,2018-03-01,1979,Mes 5,-14,-76,726,Soleado
1548,2018-02-28,1978,Mes 5,-14,-78,727,Soleado
1549,2018-02-27,1977,Mes 5,-10,-77,727,Soleado
1550,2018-02-26,1976,Mes 5,-10,-77,728,Soleado
1551,2018-02-25,1975,Mes 5,-16,-76,729,Soleado
1552,2018-02-24,1974,Mes 5,-13,-77,729,Soleado
1553,2018-02-23,1973,Mes 5,-18,-78,730,Soleado
1554,2018-02-22,1972,Mes 5,-14,-78,730,Soleado
1555,2018-02-21,1971,Mes 5,-13,-78,731,Soleado
1556,2018-02-20,1970,Mes 5,-16,-77,731,Soleado
1557,2018-02-19,1969,Mes 5,-16,-76,732,Soleado
1558,2018-02-18,1968,Mes 5,-19,-76,732,Soleado
1559,2018-02-17,1967,Mes 5,-15,-76,734,Soleado
1560,2018-02-16,1966,Mes 5,-18,-77,735,Soleado
1561,2018-02-15,1965,Mes 5,-12,-76,735,Soleado
1562,2018-02-14,1964,Mes 5,-16,-76,736,Soleado
1563,2018-02-13,1963,Mes 5,-14,-77,737,Soleado
1564,2018-02-12,1962,Mes 5,-14,-78,738,Soleado
1565,2018-02-11,1961,Mes 5,-21,-77,740,Soleado
1566,2018-02-09,1960,Mes 5,-14,-78,740,Soleado
1567,2018-02-08,1959,Mes 5,-15,-78,740,Soleado
1568,2018-02-07,1958,Mes 5,-14,-77,741,Soleado
1569,2018-02-06,1957,Mes 5,-21,-77,742,Soleado
1570,2018-02-05,1956,Mes 5,-14,-79,744,Soleado
1571,2018-02-04,1955,Mes 5,-21,-77,745,Soleado
1572,2018-02-03,1954,Mes 5,-17,-77,745,Soleado
1573,2018-02-02,1953,Mes 5,-22,-78,747,Soleado
1574,2018-02-01,1952,Mes 5,-25,-80,748,Soleado
1575,2018-01-31,1951,Mes 5,-23,-77,749,Soleado
1576,2018-01-30,1950,Mes 5,-15,-79,750,Soleado
1577,2018-01-29,1949,Mes 5,-20,-78,751,Soleado
1578,2018-01-28,1948,Mes 5,-18,-78,752,Soleado
1579,2018-01-27,1947,Mes 5,-19,-78,751,Soleado
1580,2018-01-26,1946,Mes 5,-20,-79,753,Soleado
1581,2018-01-25,1945,Mes 4,-22,-78,754,Soleado
1582,2018-01-24,1944,Mes 4,-21,-80,755,Soleado
1583,2018-01-23,1943,Mes 4,-28,-78,756,Soleado
1584,2018-01-22,1942,Mes 4,-27,-78,757,Soleado
1585,2018-01-21,1941,Mes 4,-20,-77,758,Soleado
1586,2018-01-20,1940,Mes 4,-19,-77,759,Soleado
1587,2018-01-19,1939,Mes 4,-20,-78,760,Soleado
1588,2018-01-18,1938,Mes 4,-24,-78,762,Soleado
1589,2018-01-17,1937,Mes 4,-22,-80,763,Soleado
1590,2018-01-16,1936,Mes 4,-20,-79,764,Soleado
1591,2018-01-15,1935,Mes 4,-21,-80,765,Soleado
1592,2018-01-14,1934,Mes 4,-21,-79,766,Soleado
1593,2018-01-13,1933,Mes 4,-23,-78,767,Soleado
1594,2018-01-12,1932,Mes 4,-24,-79,768,Soleado
1595,2018-01-11,1931,Mes 4,-22,-79,770,Soleado
1596,2018-01-10,1930,Mes 4,-24,-79,770,Soleado
1597,2018-01-09,1929,Mes 4,-26,-79,771,Soleado
1598,2018-01-08,1928,Mes 4,-24,-78,773,Soleado
1599,2018-01-07,1927,Mes 4,-24,-79,774,Soleado
1600,2018-01-06,1926,Mes 4,-24,-80,775,Soleado
1601,2018-01-05,1925,Mes 4,-19,-79,777,Soleado
1602,2018-01-03,1924,Mes 4,-21,-78,777,Soleado
1603,2018-01-02,1923,Mes 4,-23,-77,778,Soleado
1604,2018-01-01,1922,Mes 4,-24,-79,780,Soleado
1605,2017-12-31,1921,Mes 4,-19,-78,781,Soleado
1606,2017-12-30,1920,Mes 4,-25,-77,782,Soleado
1607,2017-12-29,1919,Mes 4,-26,-77,783,Soleado
1608,2017-12-28,1918,Mes 4,-18,-77,784,Soleado
1609,2017-12-27,1917,Mes 4,-19,-80,786,Soleado
1610,2017-12-26,1916,Mes 4,-22,-79,787,Soleado
1611,2017-12-25,1915,Mes 4,-23,-78,788,Soleado
1612,2017-12-24,1914,Mes 4,-21,-78,790,Soleado
1613,2017-12-23,1913,Mes 4,-27,-79,791,Soleado
1614,2017-12-22,1912,Mes 4,-25,-80,791,Soleado
1615,2017-12-21,1911,Mes 4,-22,-79,792,Soleado
1616,2017-12-20,1910,Mes 4,-23,-80,794,Soleado
1617,2017-12-19,1909,Mes 4,-27,-80,795,Soleado
1618,2017-12-18,1908,Mes 4,-28,-79,796,Soleado
1619,2017-12-17,1907,Mes 4,-29,-79,798,Soleado
1620,2017-12-16,1906,Mes 4,-23,-79,799,Soleado
1621,2017-12-15,1905,Mes 4,-22,-80,800,Soleado
1622,2017-12-14,1904,Mes 4,-27,-79,801,Soleado
1623,2017-12-13,1903,Mes 4,-25,-78,803,Soleado
1624,2017-12-12,1902,Mes 4,-27,-79,804,Soleado
1625,2017-12-11,1901,Mes 4,-28,-81,806,Soleado
1626,2017-12-10,1900,Mes 4,-25,-81,807,Soleado
1627,2017-12-09,1899,Mes 4,-23,-81,808,Soleado
1628,2017-12-08,1898,Mes 4,-27,-81,810,Soleado
1629,2017-12-07,1897,Mes 4,-27,-80,811,Soleado
1630,2017-12-06,1896,Mes 4,-23,-79,812,Soleado
1631,2017-12-05,1895,Mes 4,-29,-78,814,Soleado
1632,2017-12-04,1894,Mes 4,-28,-79,815,Soleado
1633,2017-12-03,1893,Mes 4,-25,-79,816,Soleado
1634,2017-12-02,1892,Mes 4,-29,-81,817,Soleado
1635,2017-12-01,1891,Mes 4,-25,-80,819,Soleado
1636,2017-11-30,1890,Mes 4,-28,-79,821,Soleado
1637,2017-11-29,1889,Mes 4,-28,-80,822,Soleado
1638,2017-11-27,1888,Mes 4,-25,-79,823,Soleado
1639,2017-11-26,1887,Mes 4,-26,-79,824,Soleado
1640,2017-11-25,1886,Mes 4,-27,-79,826,Soleado
1641,2017-11-24,1885,Mes 4,-30,-79,827,Soleado
1642,2017-11-23,1884,Mes 4,-29,-79,829,Soleado
1643,2017-11-22,1883,Mes 4,-28,-78,830,Soleado
1644,2017-11-21,1882,Mes 4,-31,-78,831,Soleado
1645,2017-11-20,1881,Mes 4,-28,-79,832,Soleado
1646,2017-11-19,1880,Mes 3,-30,-79,833,Soleado
1647,2017-11-18,1879,Mes 3,-31,-79,834,Soleado
1648,2017-11-17,1878,Mes 3,-29,-79,835,Soleado
1649,2017-11-16,1877,Mes 3,-30,-79,837,Soleado
1650,2017-11-15,1876,Mes 3,-29,-79,838,Soleado
